2.24286484718,659
1.37017297745,534
1.18689393997,351
1.31088495255,511
1.30877304077,419
1.2308151722,333
1.25317215919,389
1.20651197433,345
1.2937681675,371
1.25638890266,404
1.25912117958,310
1.25370192528,467
1.2843708992,468
1.25260090828,437
1.29721307755,442
1.19412994385,246
1.25596809387,378
1.29076099396,548
1.20170116425,307
1.21873211861,412
1.33767795563,545
1.22884297371,326
1.22029209137,348
1.21163487434,305
1.27097296715,407
1.21860599518,345
1.31795096397,521
1.30919599533,462
1.3573949337,603
1.21607303619,240
1.22348403931,348
1.27374005318,411
1.46720290184,499
1.291877985,385
1.38164806366,426
1.20108008385,341
1.26191782951,449
1.2221660614,332
1.25498819351,491
1.30331301689,596
1.34415984154,476
1.2033829689,300
1.24621605873,400
1.32887601852,709
1.26065802574,421
1.27776622772,455
1.24309802055,448
1.31196284294,323
1.24706912041,273
1.27375078201,381
1.32807517052,497
1.25488615036,327
1.22885894775,320
1.27278804779,547
1.2597990036,394
1.2073738575,229
1.29451584816,445
1.30359196663,560
1.28139090538,520
1.21424102783,269
1.28010487556,409
1.23400902748,320
1.30933713913,520
1.21192312241,353
1.2228178978,299
1.24155211449,369
1.26615190506,324
1.36098599434,660
1.27495384216,555
1.23645305634,418
1.23230314255,383
1.28088998795,491
1.20371699333,247
1.29090094566,504
1.33996009827,370
1.2466468811,514
1.27378582954,429
1.20360803604,216
1.26137208939,450
1.2235019207,353
1.24359297752,431
1.26755189896,494
1.22632884979,392
1.22303414345,324
1.2167198658,448
1.2689781189,441
1.22037100792,298
1.25059485435,273
1.30343079567,437
1.33811807632,262
1.27677798271,433
1.28210091591,469
1.32962298393,558
1.29159593582,328
1.29811096191,532
1.30108308792,586
1.28479290009,304
1.27748799324,429
1.31149792671,555
1.2623090744,357
1.24194788933,307
1.33972215652,496
1.26204299927,281
1.37199687958,508
1.31434106827,524
1.23503804207,307
1.28401613235,309
1.24877691269,323
1.34661102295,425
1.25117397308,337
1.29118704796,417
1.27518606186,388
1.22329998016,340
1.2227499485,265
1.23974990845,390
1.26152396202,276
1.2501168251,379
1.27579879761,427
1.26032495499,332
1.34199094772,289
1.26616215706,347
1.29722881317,288
1.2591381073,310
1.31601190567,438
1.33039903641,580
1.32577180862,452
1.30920410156,412
1.35657095909,730
1.22534179688,341
1.26950597763,358
1.23199391365,396
1.49441003799,637
1.25025200844,303
1.32740592957,413
1.37076091766,399
1.40225791931,366
1.29544997215,298
1.31427717209,460
1.26695203781,444
1.26418995857,416
1.26485896111,424
1.2489759922,337
1.29608106613,474
1.28139185905,370
1.39701080322,343
1.33692097664,556
1.34265398979,425
1.29498314857,342
1.52186894417,661
1.29320788383,319
1.27408599854,374
1.28695893288,274
1.32665705681,432
1.30085611343,400
1.23713088036,221
1.3309340477,288
1.26286482811,328
1.25785708427,349
1.23963117599,290
1.29934096336,440
1.24215102196,263
1.34022808075,376
1.37158489227,614
1.31710219383,446
1.32148790359,518
1.28050398827,505
1.27907919884,433
1.25084209442,318
1.24540281296,345
1.26868700981,366
1.26078605652,430
1.30217289925,375
1.27913188934,553
1.26955795288,490
1.37256908417,422
1.27702999115,465
1.25711894035,365
1.22794890404,269
1.27481102943,392
1.40827488899,390
1.3241121769,342
1.23006892204,266
1.2602519989,252
1.23758006096,306
1.27906107903,497
1.24622797966,300
1.2765378952,288
1.25284099579,388
1.19431495667,299
1.275192976,361
1.26339793205,440
1.27705001831,375
1.3692510128,441
1.33505797386,493
1.24134802818,361
1.39939880371,686
1.26863908768,418
1.29351806641,472
1.321808815,391
1.30026006699,440
1.26893496513,400
1.50339698792,745
1.31952309608,465
1.28924894333,372
1.30503511429,462
1.29267120361,454
1.35013818741,573
1.23637700081,338
1.31515693665,510
1.35049414635,500
1.43589901924,580
1.27924895287,428
1.29227590561,356
1.32541012764,492
1.31810903549,316
1.30051779747,502
1.29251980782,463
1.25234699249,409
1.22749614716,328
1.24078607559,305
1.28033280373,367
1.25493097305,263
1.2462220192,392
1.34509682655,442
1.27320098877,435
1.26714491844,278
1.23742890358,273
1.25218605995,393
1.27885198593,475
1.2472820282,259
1.24851894379,412
1.1826441288,237
1.32418298721,527
1.27057814598,309
1.41183495522,460
1.33913707733,379
1.36414909363,469
1.28250002861,373
1.35936403275,402
1.35635614395,593
1.26017189026,384
1.24768614769,327
1.26822686195,461
1.25189304352,351
1.32376718521,585
1.2800359726,501
1.26204299927,376
1.24065804482,412
1.35282111168,452
1.42580699921,523
1.30355787277,520
1.29636907578,426
1.25878190994,545
1.31266713142,391
1.383715868,503
1.26466083527,347
1.28792500496,382
1.25185990334,392
1.25172305107,378
1.29389381409,361
1.26653695107,369
1.29257798195,408
1.26528191566,479
1.26002192497,420
1.37319588661,558
1.33502912521,390
1.33209109306,520
1.31964182854,466
1.3998939991,489
1.25868415833,337
1.34551405907,503
1.25329685211,357
1.27551698685,341
1.34772205353,612
1.19667315483,273
