ss,0.1,0.576576576577,0.09375,0.794881880283
ss,0.3,0.459459459459,0.137254901961,0.68127822876
ss,0.2,0.540540540541,0.1,0.713164925575
ss,0.5,0.0900900900901,0.7,0.591171562672
ss,0.4,0.27027027027,0.266666666667,0.648599743843
ss,0,0.603603603604,0.0149253731343,0.802648544312
ed,0.1,1.0,0.0,0.778617560863
ed,0.3,0.981981981982,0.045871559633,0.649655997753
ed,0.2,0.981981981982,0.00917431192661,0.718073546886
ed,0.5,0.333333333333,0.405405405405,0.574199557304
ed,0.4,0.918918918919,0.186274509804,0.616143405437
ed,0,1.0,0.0,0.816630601883
BING,0.1,0.900900900901,0.03,0.761078298092
BING,0.3,0.810810810811,0.177777777778,0.657566726208
BING,0.2,0.927927927928,0.0291262135922,0.689774155617
BING,0.5,0.0720720720721,0.75,0.510673761368
BING,0.4,0.576576576577,0.1875,0.577094614506
BING,0,0.927927927928,0.0388349514563,0.802856862545
