ss,10,0.630630630631,0.0285714285714,0.772900819778
ss,15,0.63963963964,0.0140845070423,0.765266239643
ss,25,0.459459459459,0.0392156862745,0.706568658352
ss,30,0.342342342342,0.0263157894737,0.730230867863
ss,5,0.603603603604,0.089552238806,0.779616057873
ss,20,0.594594594595,0.030303030303,0.743358790874
ed,10,0.945945945946,0.00952380952381,0.809515476227
ed,15,0.882882882883,0.0204081632653,0.785105586052
ed,25,0.810810810811,0.0222222222222,0.759747028351
ed,30,0.702702702703,0.025641025641,0.734070062637
ed,5,0.972972972973,0.00925925925926,0.82872402668
ed,20,0.864864864865,0.0208333333333,0.775845706463
BING,10,0.873873873874,0.0309278350515,0.787572383881
BING,15,0.801801801802,0.0561797752809,0.776174426079
BING,25,0.495495495495,0.0363636363636,0.709313511848
BING,30,0.369369369369,0.19512195122,0.69513052702
BING,5,0.945945945946,0.0380952380952,0.798806965351
BING,20,0.666666666667,0.0675675675676,0.743745982647
